Nama File =file1.dat
Time Sampling =0.0005
883  0.4415 3.760000
884  0.4420 3.760000
885  0.4425 3.760000
886  0.4430 3.780000
887  0.4435 3.800000
888  0.4440 3.800000
889  0.4445 3.800000
890  0.4450 3.800000
891  0.4455 3.820000
892  0.4460 3.820000
893  0.4465 3.820000
894  0.4470 3.820000
895  0.4475 3.820000
896  0.4480 3.820000
897  0.4485 3.840000
898  0.4490 3.840000
899  0.4495 3.860000
900  0.4500 3.860000
901  0.4505 3.860000
902  0.4510 3.860000
903  0.4515 3.840000
904  0.4520 3.860000
905  0.4525 3.860000
906  0.4530 3.860000
907  0.4535 3.860000
908  0.4540 3.840000
909  0.4545 3.820000
910  0.4550 3.820000
911  0.4555 3.820000
912  0.4560 3.820000
913  0.4565 3.820000
914  0.4570 3.820000
915  0.4575 3.800000
916  0.4580 3.800000
917  0.4585 3.800000
918  0.4590 3.780000
919  0.4595 3.780000
920  0.4600 3.780000
921  0.4605 3.760000
922  0.4610 3.780000
923  0.4615 3.760000
924  0.4620 3.740000
925  0.4625 3.740000
926  0.4630 3.720000
927  0.4635 3.700000
928  0.4640 3.700000
929  0.4645 3.680000
930  0.4650 3.680000
931  0.4655 3.660000
932  0.4660 3.660000
933  0.4665 3.640000
934  0.4670 3.620000
935  0.4675 3.600000
936  0.4680 3.600000
937  0.4685 3.580000
938  0.4690 3.560000
939  0.4695 3.540000
940  0.4700 3.540000
941  0.4705 3.500000
942  0.4710 3.480000
943  0.4715 3.480000
944  0.4720 3.460000
945  0.4725 3.460000
946  0.4730 3.420000
947  0.4735 3.400000
948  0.4740 3.400000
949  0.4745 3.360000
950  0.4750 3.340000
951  0.4755 3.320000
952  0.4760 3.300000
953  0.4765 3.280000
954  0.4770 3.240000
955  0.4775 3.240000
956  0.4780 3.200000
957  0.4785 3.180000
958  0.4790 3.180000
959  0.4795 3.140000
960  0.4800 3.120000
961  0.4805 3.100000
962  0.4810 3.080000
963  0.4815 3.040000
964  0.4820 3.020000
965  0.4825 3.000000
966  0.4830 2.980000
967  0.4835 2.940000
968  0.4840 2.940000
969  0.4845 2.900000
970  0.4850 2.880000
971  0.4855 2.860000
972  0.4860 2.820000
973  0.4865 2.820000
974  0.4870 2.780000
975  0.4875 2.740000
976  0.4880 2.740000
977  0.4885 2.680000
978  0.4890 2.660000
979  0.4895 2.640000
980  0.4900 2.600000
981  0.4905 2.600000
982  0.4910 2.540000
983  0.4915 2.520000
984  0.4920 2.500000
985  0.4925 2.480000
986  0.4930 2.460000
987  0.4935 2.420000
988  0.4940 2.400000
989  0.4945 2.360000
990  0.4950 2.320000
991  0.4955 2.300000
992  0.4960 2.260000
993  0.4965 2.240000
994  0.4970 2.200000
995  0.4975 2.180000
996  0.4980 2.160000
997  0.4985 2.120000
998  0.4990 2.100000
999  0.4995 2.060000
1000  0.5000 2.040000
1001  0.5005 2.000000
1002  0.5010 1.960000
1003  0.5015 1.960000
1004  0.5020 1.920000
1005  0.5025 1.880000
1006  0.5030 1.880000
1007  0.5035 1.840000
1008  0.5040 1.800000
1009  0.5045 1.800000
1010  0.5050 1.740000
1011  0.5055 1.740000
1012  0.5060 1.700000
1013  0.5065 1.660000
1014  0.5070 1.640000
1015  0.5075 1.620000
1016  0.5080 1.580000
1017  0.5085 1.560000
1018  0.5090 1.500000
1019  0.5095 1.500000
1020  0.5100 1.460000
1021  0.5105 1.440000
1022  0.5110 1.400000
1023  0.5115 1.380000
1024  0.5120 1.380000
1025  0.5125 1.340000
1026  0.5130 1.300000
1027  0.5135 1.280000
1028  0.5140 1.240000
1029  0.5145 1.220000
1030  0.5150 1.200000
1031  0.5155 1.160000
1032  0.5160 1.160000
1033  0.5165 1.120000
1034  0.5170 1.100000
1035  0.5175 1.080000
1036  0.5180 1.060000
1037  0.5185 1.040000
1038  0.5190 1.000000
1039  0.5195 0.960000
1040  0.5200 0.940000
1041  0.5205 0.920000
1042  0.5210 0.900000
1043  0.5215 0.880000
1044  0.5220 0.860000
1045  0.5225 0.840000
1046  0.5230 0.820000
1047  0.5235 0.820000
1048  0.5240 0.800000
1049  0.5245 0.760000
1050  0.5250 0.740000
1051  0.5255 0.720000
1052  0.5260 0.700000
1053  0.5265 0.680000
1054  0.5270 0.660000
1055  0.5275 0.620000
1056  0.5280 0.620000
1057  0.5285 0.600000
1058  0.5290 0.580000
1059  0.5295 0.580000
1060  0.5300 0.540000
1061  0.5305 0.520000
1062  0.5310 0.520000
1063  0.5315 0.520000
1064  0.5320 0.500000
1065  0.5325 0.480000
1066  0.5330 0.460000
1067  0.5335 0.460000
1068  0.5340 0.440000
1069  0.5345 0.420000
1070  0.5350 0.420000
1071  0.5355 0.400000
1072  0.5360 0.400000
1073  0.5365 0.380000
1074  0.5370 0.360000
1075  0.5375 0.360000
1076  0.5380 0.340000
1077  0.5385 0.340000
1078  0.5390 0.320000
1079  0.5395 0.320000
1080  0.5400 0.300000
1081  0.5405 0.300000
1082  0.5410 0.280000
1083  0.5415 0.300000
1084  0.5420 0.280000
1085  0.5425 0.280000
1086  0.5430 0.280000
1087  0.5435 0.280000
1088  0.5440 0.260000
1089  0.5445 0.260000
1090  0.5450 0.260000
1091  0.5455 0.260000
1092  0.5460 0.260000
1093  0.5465 0.260000
1094  0.5470 0.260000
1095  0.5475 0.240000
1096  0.5480 0.240000
1097  0.5485 0.240000
1098  0.5490 0.220000
1099  0.5495 0.220000
1100  0.5500 0.240000
1101  0.5505 0.240000
1102  0.5510 0.260000
1103  0.5515 0.280000
1104  0.5520 0.280000
1105  0.5525 0.280000
1106  0.5530 0.280000
1107  0.5535 0.280000
1108  0.5540 0.300000
1109  0.5545 0.300000
1110  0.5550 0.300000
1111  0.5555 0.320000
1112  0.5560 0.320000
1113  0.5565 0.340000
1114  0.5570 0.340000
1115  0.5575 0.340000
1116  0.5580 0.340000
1117  0.5585 0.320000
1118  0.5590 0.360000
1119  0.5595 0.380000
1120  0.5600 0.380000
1121  0.5605 0.400000
1122  0.5610 0.440000
1123  0.5615 0.440000
1124  0.5620 0.460000
1125  0.5625 0.480000
1126  0.5630 0.500000
1127  0.5635 0.500000
1128  0.5640 0.520000
1129  0.5645 0.540000
1130  0.5650 0.540000
1131  0.5655 0.560000
1132  0.5660 0.560000
1133  0.5665 0.580000
1134  0.5670 0.600000
1135  0.5675 0.620000
1136  0.5680 0.620000
1137  0.5685 0.640000
1138  0.5690 0.660000
1139  0.5695 0.680000
1140  0.5700 0.700000
1141  0.5705 0.720000
1142  0.5710 0.740000
1143  0.5715 0.760000
1144  0.5720 0.800000
